PID,Player,Span,Mat,Inns,Balls,Runs,Wkts,Bbm,Ave,Econ,Sr,5s,10s,Ct,St,Country,Format
1765,KJ Wadsworth,1969-1976,33,0,0,0,0,0,0,0,0,0,0,92,4,Newzealand,Test
1766,N Wagner,2012-2017,34,65,7445,4014,144,9/141,27.87,3.23,51.7,5,0,8,0,Newzealand,Test
1767,BGK Walker,2000-2002,5,7,669,399,5,2/97,79.80,3.57,133.8,0,0,0,0,Newzealand,Test
1768,WM Wallace,1937-1953,13,1,6,5,0,0,0,5.00,0,0,0,5,0,Newzealand,Test
1769,KP Walmsley,1995-2000,3,6,774,391,9,4/182,43.44,3.03,86.0,0,0,0,0,Newzealand,Test
1770,JT Ward,1964-1968,8,0,0,0,0,0,0,0,0,0,0,16,1,Newzealand,Test
1771,BJ Watling,2009-2017,52,0,0,0,0,0,0,0,0,0,0,171,6,Newzealand,Test
1772,W Watson,1986-1993,15,25,3486,1387,40,6/90,34.67,2.38,87.1,1,0,4,0,Newzealand,Test
1773,L Watt,1955-1955,1,0,0,0,0,0,0,0,0,0,0,0,0,Newzealand,Test
1774,MG Webb,1971-1974,3,6,732,471,4,2/144,117.75,3.86,183.0,0,0,0,0,Newzealand,Test
1775,PN Webb,1980-1980,2,0,0,0,0,0,0,0,0,0,0,2,0,Newzealand,Test
1776,GL Weir,1930-1937,11,8,342,209,7,3/56,29.85,3.66,48.8,0,0,3,0,Newzealand,Test
1777,DJ White,1990-1990,2,1,3,5,0,0,0,10.00,0,0,0,0,0,Newzealand,Test
1778,PE Whitelaw,1933-1933,2,0,0,0,0,0,0,0,0,0,0,0,0,Newzealand,Test
1779,KS Williamson,2010-2017,63,58,2031,1129,29,4/44,38.93,3.33,70.0,0,0,56,0,Newzealand,Test
1780,PJ Wiseman,1998-2005,25,45,5660,2903,61,8/144,47.59,3.07,92.7,2,0,11,0,Newzealand,Test
1781,JG Wright,1978-1993,82,3,30,5,0,0,0,1.00,0,0,0,38,0,Newzealand,Test
1782,BA Young,1993-1999,35,0,0,0,0,0,0,0,0,0,0,54,0,Newzealand,Test
1783,RA Young,2011-2011,5,0,0,0,0,0,0,0,0,0,0,8,0,Newzealand,Test
1784,BW Yuile,1963-1969,17,26,2897,1213,34,6/112,35.67,2.51,85.2,0,0,12,0,Newzealand,Test
1785,Aamer Malik,1987-1994,14,9,156,89,1,1/6,89.00,3.42,156.0,0,0,15,1,Pakistan,Test
1786,Aamer Nazir,1993-1995,6,12,1057,597,20,8/96,29.85,3.38,52.8,1,0,2,0,Pakistan,Test
1787,Aamer Sohail,1992-2000,47,46,2383,1049,25,4/44,41.96,2.64,95.3,0,0,36,0,Pakistan,Test
1788,Aaqib Javed,1989-1998,22,37,3918,1874,54,8/118,34.70,2.86,72.5,1,0,2,0,Pakistan,Test
1789,Abdul Kadir,1964-1965,4,0,0,0,0,0,0,0,0,0,0,0,1,Pakistan,Test
1790,Abdul Qadir,1977-1990,67,111,17126,7742,236,13/101,32.80,2.71,72.5,15,5,15,0,Pakistan,Test
1791,Abdul Razzaq,1999-2006,46,76,7008,3694,100,7/155,36.94,3.16,70.0,1,0,15,0,Pakistan,Test
1792,Abdur Rauf,2009-2009,3,6,450,278,6,3/108,46.33,3.70,75.0,0,0,0,0,Pakistan,Test
1793,Abdur Rehman,2007-2014,22,43,6892,2910,99,8/92,29.39,2.53,69.6,2,0,8,0,Pakistan,Test
1794,Adnan Akmal,2010-2014,21,0,0,0,0,0,0,0,0,0,0,66,11,Pakistan,Test
1795,Afaq Hussain,1961-1964,2,3,240,106,1,1/61,106.00,2.65,240.0,0,0,2,0,Pakistan,Test
1796,Aftab Baloch,1969-1975,2,2,44,17,0,0,0,2.31,0,0,0,0,0,Pakistan,Test
1797,Aftab Gul,1969-1971,6,1,6,4,0,0,0,4.00,0,0,0,3,0,Pakistan,Test
1798,Agha Saadat Ali,1955-1955,1,0,0,0,0,0,0,0,0,0,0,3,0,Pakistan,Test
1799,Agha Zahid,1975-1975,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1800,Ahmed Shehzad,2013-2017,13,2,48,28,0,0,0,3.50,0,0,0,3,0,Pakistan,Test
1801,Aizaz Cheema,2011-2012,7,14,1200,638,20,8/103,31.90,3.19,60.0,0,0,1,0,Pakistan,Test
1802,Akram Raza,1989-1995,9,14,1526,732,13,6/129,56.30,2.87,117.3,0,0,8,0,Pakistan,Test
1803,Alimuddin,1954-1962,25,4,84,75,1,1/17,75.00,5.35,84.0,0,0,8,0,Pakistan,Test
1804,Ali Hussain Rizvi,1997-1997,1,1,111,72,2,2/72,36.00,3.89,55.5,0,0,0,0,Pakistan,Test
1805,Ali Naqvi,1997-1998,5,1,12,11,0,0,0,5.50,0,0,0,1,0,Pakistan,Test
1806,Amir Elahi,1952-1952,5,4,400,248,7,4/134,35.42,3.72,57.1,0,0,0,0,Pakistan,Test
1807,Anil Dalpat,1984-1985,9,0,0,0,0,0,0,0,0,0,0,22,3,Pakistan,Test
1808,Anwar Hussain,1952-1952,4,2,36,29,1,1/29,29.00,4.83,36.0,0,0,0,0,Pakistan,Test
1809,Anwar Khan,1979-1979,1,1,32,12,0,0,0,2.25,0,0,0,0,0,Pakistan,Test
1810,Arif Butt,1964-1965,3,6,666,288,14,7/118,20.57,2.59,47.5,1,0,0,0,Pakistan,Test
1811,Arshad Khan,1997-2005,9,17,2538,960,32,7/92,30.00,2.26,79.3,1,0,0,0,Pakistan,Test
1812,Asad Shafiq,2010-2017,58,9,226,126,2,1/18,63.00,3.34,113.0,0,0,51,0,Pakistan,Test
1813,Ashfaq Ahmed,1993-1993,1,2,138,53,2,2/53,26.50,2.30,69.0,0,0,0,0,Pakistan,Test
1814,Ashraf Ali,1982-1987,8,0,0,0,0,0,0,0,0,0,0,17,5,Pakistan,Test
1815,Asif Iqbal,1964-1980,58,54,3864,1502,53,6/75,28.33,2.33,72.9,2,0,36,0,Pakistan,Test
1816,Asif Masood,1969-1977,16,27,3038,1568,38,9/160,41.26,3.09,79.9,1,0,5,0,Pakistan,Test
1817,Asif Mujtaba,1986-1997,25,16,666,303,4,1/1,75.75,2.72,166.5,0,0,19,0,Pakistan,Test
1818,Asim Kamal,2003-2005,12,0,0,0,0,0,0,0,0,0,0,10,0,Pakistan,Test
1819,Ata-ur-Rehman,1992-1996,13,22,1973,1071,31,4/83,34.54,3.25,63.6,0,0,2,0,Pakistan,Test
1820,Atif Rauf,1994-1994,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1821,Atiq-uz-Zaman,2000-2000,1,0,0,0,0,0,0,0,0,0,0,5,0,Pakistan,Test
1822,Azam Khan,1996-1996,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1823,Azeem Hafeez,1983-1985,18,28,4351,2204,63,7/160,34.98,3.03,69.0,4,0,1,0,Pakistan,Test
1824,Azhar Ali,2010-2017,62,31,831,589,8,2/49,73.62,4.25,103.8,0,0,60,0,Pakistan,Test
1825,Azhar Khan,1980-1980,1,2,18,2,1,1/2,2.00,0.66,18.0,0,0,0,0,Pakistan,Test
1826,Azhar Mahmood,1997-2001,21,35,3015,1402,39,5/95,35.94,2.79,77.3,0,0,14,0,Pakistan,Test
1827,Azmat Rana,1980-1980,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1828,Babar Azam,2016-2017,11,0,0,0,0,0,0,0,0,0,0,9,0,Pakistan,Test
1829,Basit Ali,1993-1995,19,1,6,6,0,0,0,6.00,0,0,0,6,0,Pakistan,Test
1830,Bazid Khan,2005-2005,1,0,0,0,0,0,0,0,0,0,0,2,0,Pakistan,Test
1831,Bilawal Bhatti,2013-2014,2,3,438,291,6,5/211,48.50,3.98,73.0,0,0,0,0,Pakistan,Test
1832,Danish Kaneria,2000-2010,61,112,17697,9082,261,12/94,34.79,3.07,67.8,15,2,18,0,Pakistan,Test
1833,A D'Souza,1959-1962,6,9,1587,745,17,5/112,43.82,2.81,93.3,1,0,3,0,Pakistan,Test
1834,Ehsan Adil,2013-2015,3,5,481,263,5,2/54,52.60,3.28,96.2,0,0,0,0,Pakistan,Test
1835,Ehteshamuddin,1979-1982,5,7,940,375,16,6/87,23.43,2.39,58.7,1,0,2,0,Pakistan,Test
1836,Faisal Iqbal,2001-2010,26,1,6,7,0,0,0,7.00,0,0,0,22,0,Pakistan,Test
1837,Farhan Adil,2003-2003,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1838,Farooq Hamid,1964-1964,1,2,184,107,1,1/107,107.00,3.48,184.0,0,0,0,0,Pakistan,Test
1839,Farrukh Zaman,1976-1976,1,2,80,15,0,0,0,1.12,0,0,0,0,0,Pakistan,Test
1840,Fawad Alam,2009-2009,3,0,0,0,0,0,0,0,0,0,0,3,0,Pakistan,Test
1841,Fazal Mahmood,1952-1962,34,53,9834,3434,139,13/114,24.70,2.09,70.7,13,4,11,0,Pakistan,Test
1842,Fazl-e-Akbar,1998-2004,5,8,882,511,11,3/32,46.45,3.47,80.1,0,0,2,0,Pakistan,Test
1843,MEZ Ghazali,1954-1954,2,1,48,18,0,0,0,2.25,0,0,0,0,0,Pakistan,Test
1844,Ghulam Abbas,1967-1967,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1845,Gul Mohammad,1956-1956,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1846,Hanif Mohammad,1952-1969,55,13,206,95,1,1/1,95.00,2.76,206.0,0,0,40,0,Pakistan,Test
1847,Haris Sohail,2017-2017,2,4,198,93,5,3/35,18.60,2.81,39.6,0,0,0,0,Pakistan,Test
1848,Haroon Rasheed,1977-1983,23,1,8,3,0,0,0,2.25,0,0,0,16,0,Pakistan,Test
1849,Hasan Ali,2017-2017,2,4,427,164,6,3/55,27.33,2.30,71.1,0,0,1,0,Pakistan,Test
1850,Hasan Raza,1996-2005,7,1,6,1,0,0,0,1.00,0,0,0,5,0,Pakistan,Test
1851,Haseeb Ahsan,1958-1962,12,17,2835,1330,27,6/202,49.25,2.81,105.0,2,0,1,0,Pakistan,Test
1852,Humayun Farhat,2001-2001,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1853,Iftikhar Ahmed,2016-2016,1,2,26,13,1,1/13,13.00,3.00,26.0,0,0,1,0,Pakistan,Test
1854,Iftikhar Anjum,2006-2006,1,2,84,62,0,0,0,4.42,0,0,0,0,0,Pakistan,Test
1855,Ijaz Ahmed,1987-2001,60,6,180,77,2,1/9,38.50,2.56,90.0,0,0,45,0,Pakistan,Test
1856,Ijaz Ahmed,1995-1995,2,2,24,6,0,0,0,1.50,0,0,0,3,0,Pakistan,Test
1857,Ijaz Butt,1959-1962,8,0,0,0,0,0,0,0,0,0,0,5,0,Pakistan,Test
1858,Ijaz Faqih,1980-1988,5,7,534,299,4,2/98,74.75,3.35,133.5,0,0,0,0,Pakistan,Test
1859,Imran Farhat,2001-2013,40,15,427,284,3,2/69,94.66,3.99,142.3,0,0,40,0,Pakistan,Test
1860,Imran Khan,1971-1992,88,142,19458,8258,362,14/116,22.81,2.54,53.7,23,6,28,0,Pakistan,Test
1861,Imran Khan,2014-2017,9,17,1492,844,28,6/128,30.14,3.39,53.2,1,0,0,0,Pakistan,Test
1862,Imran Nazir,1999-2002,8,0,0,0,0,0,0,0,0,0,0,4,0,Pakistan,Test
1863,Imtiaz Ahmed,1952-1962,41,1,6,0,0,0,0,0.00,0,0,0,77,16,Pakistan,Test
1864,Intikhab Alam,1959-1977,47,78,10474,4494,125,11/130,35.95,2.57,83.7,5,2,20,0,Pakistan,Test
1865,Inzamam-ul-Haq,1992-2007,119,1,9,8,0,0,0,5.33,0,0,0,81,0,Pakistan,Test
1866,Iqbal Qasim,1976-1988,50,86,13019,4807,171,11/118,28.11,2.21,76.1,8,2,42,0,Pakistan,Test
1867,Irfan Fazil,2000-2000,1,2,48,65,2,2/65,32.50,8.12,24.0,0,0,2,0,Pakistan,Test
1868,Israr Ali,1952-1959,4,5,318,165,6,3/49,27.50,3.11,53.0,0,0,1,0,Pakistan,Test
1869,Jalal-ud-Din,1982-1985,6,9,1197,537,11,5/92,48.81,2.69,108.8,0,0,0,0,Pakistan,Test
1870,Javed Akhtar,1962-1962,1,1,96,52,0,0,0,3.25,0,0,0,0,0,Pakistan,Test
1871,Javed Burki,1960-1969,25,5,42,23,0,0,0,3.28,0,0,0,7,0,Pakistan,Test
1872,Javed Miandad,1976-1993,124,36,1470,682,17,5/94,40.11,2.78,86.4,0,0,93,1,Pakistan,Test
1873,Junaid Khan,2011-2015,22,41,4605,2253,71,8/151,31.73,2.93,64.8,5,0,4,0,Pakistan,Test
1874,Kabir Khan,1994-1995,4,6,655,370,9,4/71,41.11,3.38,72.7,0,0,1,0,Pakistan,Test
1875,Kamran Akmal,2002-2010,53,0,0,0,0,0,0,0,0,0,0,184,22,Pakistan,Test
1876,AH Kardar,1952-1958,23,26,2712,954,21,5/73,45.42,2.11,129.1,0,0,15,0,Pakistan,Test
1877,Khalid Hasan,1954-1954,1,1,126,116,2,2/116,58.00,5.52,63.0,0,0,0,0,Pakistan,Test
1878,Khalid Ibadulla,1964-1967,4,6,336,99,1,1/42,99.00,1.76,336.0,0,0,3,0,Pakistan,Test
1879,Khalid Wazir,1954-1954,2,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1880,Khan Mohammad,1952-1958,13,22,3157,1292,54,8/41,23.92,2.45,58.4,4,0,4,0,Pakistan,Test
1881,Khurram Manzoor,2009-2014,16,0,0,0,0,0,0,0,0,0,0,8,0,Pakistan,Test
1882,Liaqat Ali,1975-1978,5,6,808,359,6,3/80,59.83,2.66,134.6,0,0,1,0,Pakistan,Test
1883,Mahmood Hussain,1952-1962,27,42,5910,2628,68,6/88,38.64,2.66,86.9,2,0,5,0,Pakistan,Test
1884,Majid Khan,1964-1983,63,60,3584,1456,27,4/56,53.92,2.43,132.7,0,0,70,0,Pakistan,Test
1885,Mansoor Akhtar,1980-1990,19,0,0,0,0,0,0,0,0,0,0,9,0,Pakistan,Test
1886,Manzoor Elahi,1984-1995,6,7,444,194,7,3/70,27.71,2.62,63.4,0,0,7,0,Pakistan,Test
1887,Maqsood Ahmed,1952-1955,16,15,462,191,3,2/37,63.66,2.48,154.0,0,0,13,0,Pakistan,Test
1888,Masood Anwar,1990-1990,1,2,161,102,3,3/102,34.00,3.80,53.6,0,0,0,0,Pakistan,Test
1889,W Mathias,1955-1962,21,1,24,20,0,0,0,5.00,0,0,0,22,0,Pakistan,Test
1890,Miran Bakhsh,1955-1955,2,3,348,115,2,2/82,57.50,1.98,174.0,0,0,0,0,Pakistan,Test
1891,Misbah-ul-Haq,2001-2017,75,0,0,0,0,0,0,0,0,0,0,50,0,Pakistan,Test
1892,Mohammad Abbas,2017-2017,5,10,1211,491,23,6/77,21.34,2.43,52.6,1,0,1,0,Pakistan,Test
1893,Mohammad Akram,1995-2001,9,15,1477,859,17,5/138,50.52,3.48,86.8,1,0,4,0,Pakistan,Test
1894,Mohammad Amir,2009-2017,30,56,6418,3123,95,7/64,32.87,2.91,67.5,4,0,4,0,Pakistan,Test
1895,Mohammad Asif,2005-2010,23,44,5171,2583,106,11/71,24.36,2.99,48.7,7,1,3,0,Pakistan,Test
1896,Mohammad Aslam,1954-1954,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1897,Mohammad Ayub,2012-2012,1,0,0,0,0,0,0,0,0,0,0,1,0,Pakistan,Test
1898,Mohammad Farooq,1960-1965,7,11,1422,682,21,5/82,32.47,2.87,67.7,0,0,1,0,Pakistan,Test
1899,Mohammad Hafeez,2003-2016,50,70,3953,1763,52,4/48,33.90,2.67,76.0,0,0,43,0,Pakistan,Test
1900,Mohammad Hussain,1996-1998,2,3,180,87,3,2/66,29.00,2.90,60.0,0,0,1,0,Pakistan,Test
1901,Mohammad Ilyas,1964-1969,10,5,84,63,0,0,0,4.50,0,0,0,6,0,Pakistan,Test
1902,Mohammad Irfan,2013-2013,4,6,712,389,10,4/86,38.90,3.27,71.2,0,0,0,0,Pakistan,Test
1903,Mohammad Khalil,2004-2005,2,4,290,200,0,0,0,4.13,0,0,0,0,0,Pakistan,Test
1904,Mohammad Munaf,1959-1962,4,7,769,341,11,5/96,31.00,2.66,69.9,0,0,0,0,Pakistan,Test
1905,Mohammad Nawaz,2016-2016,3,6,383,147,5,4/70,29.40,2.30,76.6,0,0,2,0,Pakistan,Test
1906,Mohammad Nazir,1969-1983,14,23,3262,1124,34,8/120,33.05,2.06,95.9,3,0,4,0,Pakistan,Test
1907,Mohammad Ramzan,1997-1997,1,0,0,0,0,0,0,0,0,0,0,1,0,Pakistan,Test
1908,Mohammad Rizwan,2016-2016,1,0,0,0,0,0,0,0,0,0,0,1,0,Pakistan,Test
1909,Mohammad Salman,2011-2011,2,0,0,0,0,0,0,0,0,0,0,2,1,Pakistan,Test
1910,Mohammad Sami,2001-2012,36,66,7499,4483,85,8/106,52.74,3.58,88.2,2,0,7,0,Pakistan,Test
1911,Mohammad Talha,2009-2014,4,6,740,504,9,6/164,56.00,4.08,82.2,0,0,1,0,Pakistan,Test
1912,Mohammad Wasim,1996-2000,18,0,0,0,0,0,0,0,0,0,0,22,2,Pakistan,Test
1913,Mohammad Yousuf,1998-2010,90,1,6,3,0,0,0,3.00,0,0,0,65,0,Pakistan,Test
1914,Mohammad Zahid,1996-2003,5,8,792,502,15,11/130,33.46,3.80,52.8,1,1,0,0,Pakistan,Test
1915,Mohsin Kamal,1984-1994,9,12,1348,822,24,4/41,34.25,3.65,56.1,0,0,4,0,Pakistan,Test
1916,Mohsin Khan,1978-1986,48,6,86,30,0,0,0,2.09,0,0,0,34,0,Pakistan,Test
1917,Moin Khan,1990-2004,69,0,0,0,0,0,0,0,0,0,0,128,20,Pakistan,Test
1918,Mudassar Nazar,1976-1989,76,96,5967,2532,66,6/38,38.36,2.54,90.4,1,0,48,0,Pakistan,Test
1919,Mufasir-ul-Haq,1965-1965,1,2,222,84,3,3/84,28.00,2.27,74.0,0,0,1,0,Pakistan,Test
1920,Munir Malik,1959-1962,3,4,684,358,9,5/128,39.77,3.14,76.0,1,0,1,0,Pakistan,Test
1921,Mushtaq Ahmed,1990-2003,52,89,12532,6100,185,10/106,32.97,2.92,67.7,10,3,23,0,Pakistan,Test
1922,Mushtaq Mohammad,1959-1979,57,70,5260,2309,79,9/119,29.22,2.63,66.5,3,0,42,0,Pakistan,Test
1923,Nadeem Abbasi,1989-1989,3,0,0,0,0,0,0,0,0,0,0,6,0,Pakistan,Test
1924,Nadeem Ghauri,1990-1990,1,1,48,20,0,0,0,2.50,0,0,0,0,0,Pakistan,Test
1925,Nadeem Khan,1993-1999,2,4,432,230,2,2/195,115.00,3.19,216.0,0,0,0,0,Pakistan,Test
1926,Nasim-ul-Ghani,1958-1973,29,40,4406,1959,52,8/120,37.67,2.66,84.7,2,0,11,0,Pakistan,Test
1927,Nasir Jamshed,2013-2013,2,0,0,0,0,0,0,0,0,0,0,1,0,Pakistan,Test
1928,Naushad Ali,1965-1965,6,0,0,0,0,0,0,0,0,0,0,9,0,Pakistan,Test
1929,Naved-ul-Hasan,2004-2007,9,16,1565,1044,18,5/93,58.00,4.00,86.9,0,0,3,0,Pakistan,Test
1930,Naved Anjum,1989-1990,2,3,342,162,4,4/149,40.50,2.84,85.5,0,0,0,0,Pakistan,Test
1931,Naved Ashraf,1998-2000,2,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1932,Naved Latif,2002-2002,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1933,Nazar Mohammad,1952-1952,5,1,12,4,0,0,0,2.00,0,0,0,7,0,Pakistan,Test
1934,Niaz Ahmed,1967-1969,2,3,294,94,3,2/72,31.33,1.91,98.0,0,0,1,0,Pakistan,Test
1935,Pervez Sajjad,1964-1973,19,35,4145,1410,59,9/112,23.89,2.04,70.2,3,0,9,0,Pakistan,Test
1936,Qaiser Abbas,2000-2000,1,1,96,35,0,0,0,2.18,0,0,0,0,0,Pakistan,Test
1937,Qasim Umar,1983-1986,26,1,6,0,0,0,0,0.00,0,0,0,15,0,Pakistan,Test
1938,Rahat Ali,2013-2016,20,37,4047,2171,58,7/100,37.43,3.21,69.7,2,0,9,0,Pakistan,Test
1939,Rameez Raja,1984-1997,57,0,0,0,0,0,0,0,0,0,0,34,0,Pakistan,Test
1940,Rashid Khan,1982-1985,4,7,738,360,8,3/78,45.00,2.92,92.2,0,0,2,0,Pakistan,Test
1941,Rashid Latif,1992-2003,37,1,12,10,0,0,0,5.00,0,0,0,119,11,Pakistan,Test
1942,SF Rehman,1958-1958,1,2,204,99,1,1/99,99.00,2.91,204.0,0,0,1,0,Pakistan,Test
1943,Riaz Afridi,2004-2004,1,2,186,87,2,2/87,43.50,2.80,93.0,0,0,0,0,Pakistan,Test
1944,Rizwan-uz-Zaman,1981-1989,11,3,132,46,4,3/39,11.50,2.09,33.0,0,0,4,0,Pakistan,Test
1945,Sadiq Mohammad,1969-1981,41,11,200,98,0,0,0,2.94,0,0,0,28,0,Pakistan,Test
1946,Saeed Ahmed,1958-1973,41,41,1980,802,22,6/108,36.45,2.43,90.0,0,0,13,0,Pakistan,Test
1947,Saeed Ajmal,2009-2014,35,67,11592,5003,178,11/111,28.10,2.58,65.1,10,4,11,0,Pakistan,Test
1948,Saeed Anwar,1990-2001,55,4,48,23,0,0,0,2.87,0,0,0,18,0,Pakistan,Test
1949,Salahuddin,1965-1969,5,5,546,187,7,3/52,26.71,2.05,78.0,0,0,3,0,Pakistan,Test
1950,Saleem Altaf,1967-1978,21,39,4001,1710,46,7/131,37.17,2.56,86.9,0,0,3,0,Pakistan,Test
1951,Saleem Elahi,1995-2003,13,0,0,0,0,0,0,0,0,0,0,10,1,Pakistan,Test
1952,Saleem Jaffar,1986-1992,14,23,2531,1139,36,8/134,31.63,2.70,70.3,1,0,2,0,Pakistan,Test
1953,Saleem Malik,1982-1999,103,30,734,414,5,1/3,82.80,3.38,146.8,0,0,65,0,Pakistan,Test
1954,Saleem Yousuf,1982-1990,32,0,0,0,0,0,0,0,0,0,0,91,13,Pakistan,Test
1955,Salman Butt,2003-2010,33,5,137,106,1,1/41,106.00,4.64,137.0,0,0,12,0,Pakistan,Test
1956,Sami Aslam,2015-2017,13,0,0,0,0,0,0,0,0,0,0,7,0,Pakistan,Test
1957,Saqlain Mushtaq,1995-2004,49,86,14070,6206,208,10/155,29.83,2.64,67.6,13,3,15,0,Pakistan,Test
1958,Sarfraz Ahmed,2010-2017,38,0,0,0,0,0,0,0,0,0,0,103,18,Pakistan,Test
1959,Sarfraz Nawaz,1969-1984,55,95,13951,5798,177,11/125,32.75,2.49,78.8,4,1,26,0,Pakistan,Test
1960,Shabbir Ahmed,2003-2005,10,19,2576,1175,51,8/109,23.03,2.73,50.5,2,0,3,0,Pakistan,Test
1961,Shadab Kabir,1996-2002,5,1,6,9,0,0,0,9.00,0,0,0,11,0,Pakistan,Test
1962,Shadab Khan,2017-2017,1,2,240,145,1,1/145,145.00,3.62,240.0,0,0,0,0,Pakistan,Test
1963,Shafiq Ahmed,1974-1981,6,1,8,1,0,0,0,0.75,0,0,0,0,0,Pakistan,Test
1964,Shafqat Rana,1964-1969,5,3,36,9,1,1/2,9.00,1.50,36.0,0,0,5,0,Pakistan,Test
1965,Shahid Afridi,1998-2010,27,47,3194,1709,48,5/43,35.60,3.21,66.5,1,0,10,0,Pakistan,Test
1966,Shahid Israr,1976-1976,1,0,0,0,0,0,0,0,0,0,0,2,0,Pakistan,Test
1967,Shahid Mahboob,1989-1989,1,1,294,131,2,2/131,65.50,2.67,147.0,0,0,0,0,Pakistan,Test
1968,Shahid Mahmood,1962-1962,1,1,36,23,0,0,0,3.83,0,0,0,0,0,Pakistan,Test
1969,Shahid Nazir,1996-2007,15,28,2234,1272,36,7/98,35.33,3.41,62.0,1,0,5,0,Pakistan,Test
1970,Shahid Saeed,1989-1989,1,2,90,43,0,0,0,2.86,0,0,0,0,0,Pakistan,Test
1971,Shakeel Ahmed,1998-1998,1,2,325,139,4,4/139,34.75,2.56,81.2,0,0,1,0,Pakistan,Test
1972,Shakeel Ahmed,1993-1995,3,0,0,0,0,0,0,0,0,0,0,4,0,Pakistan,Test
1973,Shan Masood,2013-2017,12,2,24,19,0,0,0,4.75,0,0,0,10,0,Pakistan,Test
1974,Sharjeel Khan,2017-2017,1,0,0,0,0,0,0,0,0,0,0,0,0,Pakistan,Test
1975,DA Sharpe,1959-1959,3,0,0,0,0,0,0,0,0,0,0,2,0,Pakistan,Test
1976,Shoaib Akhtar,1997-2007,46,82,8143,4574,178,11/78,25.69,3.37,45.7,12,2,12,0,Pakistan,Test
1977,Shoaib Malik,2001-2015,35,43,2712,1519,32,7/59,47.46,3.36,84.7,0,0,18,0,Pakistan,Test
1978,Shoaib Mohammad,1983-1995,45,26,396,170,5,2/8,34.00,2.57,79.2,0,0,22,0,Pakistan,Test
1979,Shujauddin,1954-1962,19,25,2313,801,20,4/35,40.05,2.07,115.6,0,0,8,0,Pakistan,Test
1980,Sikander Bakht,1976-1983,26,45,4870,2412,67,11/190,36.00,2.97,72.6,3,1,7,0,Pakistan,Test
1981,Sohail Khan,2009-2016,9,17,1828,1125,27,7/207,41.66,3.69,67.7,2,0,2,0,Pakistan,Test
1982,Sohail Tanvir,2007-2007,2,4,504,316,5,3/109,63.20,3.76,100.8,0,0,2,0,Pakistan,Test
1983,Tahir Naqqash,1982-1985,15,27,2800,1398,34,6/86,41.11,2.99,82.3,2,0,3,0,Pakistan,Test
1984,Talat Ali,1972-1979,10,2,20,7,0,0,0,2.10,0,0,0,4,0,Pakistan,Test
1985,Tanvir Ahmed,2010-2013,5,10,707,453,17,6/149,26.64,3.84,41.5,1,0,1,0,Pakistan,Test
1986,Taslim Arif,1980-1980,6,1,30,28,1,1/28,28.00,5.60,30.0,0,0,6,3,Pakistan,Test
1987,Taufeeq Umar,2001-2014,44,7,78,44,0,0,0,3.38,0,0,0,48,0,Pakistan,Test
1988,Tauseef Ahmed,1980-1993,34,58,7778,2950,93,9/77,31.72,2.27,83.6,3,0,9,0,Pakistan,Test
1989,Umar Akmal,2009-2011,16,0,0,0,0,0,0,0,0,0,0,12,0,Pakistan,Test
1990,Umar Amin,2010-2010,4,5,132,63,3,2/19,21.00,2.86,44.0,0,0,1,0,Pakistan,Test
1991,Umar Gul,2003-2013,47,90,9599,5553,163,9/164,34.06,3.47,58.8,4,0,11,0,Pakistan,Test
1992,Wahab Riaz,2010-2017,26,47,4856,2783,83,7/134,33.53,3.43,58.5,2,0,5,0,Pakistan,Test
1993,Wajahatullah Wasti,1999-2000,6,3,18,8,0,0,0,2.66,0,0,0,7,0,Pakistan,Test
1994,Waqar Hasan,1952-1959,21,1,6,10,0,0,0,10.00,0,0,0,10,0,Pakistan,Test
1995,Waqar Younis,1989-2003,87,154,16224,8788,373,13/135,23.56,3.25,43.4,22,5,18,0,Pakistan,Test
1996,Wasim Akram,1985-2002,104,181,22627,9779,414,11/110,23.62,2.59,54.6,25,5,44,0,Pakistan,Test
1997,Wasim Bari,1967-1984,81,1,8,2,0,0,0,1.50,0,0,0,201,27,Pakistan,Test
1998,Wasim Raja,1973-1985,57,69,4082,1826,51,6/86,35.80,2.68,80.0,0,0,20,0,Pakistan,Test
1999,Wazir Mohammad,1952-1959,20,3,24,15,0,0,0,3.75,0,0,0,5,0,Pakistan,Test
2000,Yasir Ali,2003-2003,1,2,120,55,2,2/55,27.50,2.75,60.0,0,0,0,0,Pakistan,Test
2001,Yasir Arafat,2007-2009,3,5,627,438,9,7/210,48.66,4.19,69.6,1,0,0,0,Pakistan,Test
